Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
1128,11,7,2012,Mcomeau,,,,,,I6,1,2,m,27,,,,,,,,,,,,,,,,,
1129,11,7,2012,Mcomeau,,,,,,I6,1,3,m,70,,,,,,,,,,,,,,,,,
1130,11,7,2012,Mcomeau,,,,,,I6,1,3,m,20,,,,,,,,,,,,,,,,,
1131,11,7,2012,Mcomeau,,,,,,I6,1,3,m,26,,,,,,,,,,,,,,,,,
1132,11,7,2012,Mcomeau,,,,,,I6,1,3,m,28,,,,,,,,,,,,,,,,,
1133,11,7,2012,Mcomeau,,,,,,I6,1,3,f,28,,,,,,,,,,,,,,,,,
1134,11,7,2012,Mcomeau,,,,,,I6,1,3,f,50,,,,,,,,,,,,,,,,,
1135,11,7,2012,Mcomeau,,,,,,I6,1,3,f,23,,,,,,,,,,,,,,,,,
1136,11,7,2012,Mcomeau,,,,,,I6,1,3,m,23,,,,,,,,,,,,,,,,,
1137,11,7,2012,Mcomeau,,,,,,I6,1,3,b1,73,,,,,,,,,,,,,,,,,
1138,11,7,2012,Mcomeau,,,,,,I6,1,4,f,62,,,,,,,,,,,,,,,,,
1139,11,7,2012,Mcomeau,,,,,,I6,1,4,m,37,,,,,,,,,,,,,,,,,
1140,11,7,2012,Mcomeau,,,,,,I6,1,4,f,28,,,,,,,,,,,,,,,,,
1141,11,7,2012,Mcomeau,,,,,,I6,1,4,i,11,,,,,,,,,,,,,,,,,
1142,11,7,2012,Mcomeau,,,,,,I6,1,4,i,17,,,,,,,,,,,,,,,,,
1143,11,7,2012,Mcomeau,,,,,,I6,1,4,i,14,,,,,,,,,,,,,,,,,
1144,11,7,2012,Mcomeau,,,,,,I6,1,4,i,15,,,,,,,,,,,,,,,,,
1145,11,7,2012,Mcomeau,,,,,,I6,1,4,i,18,,,,,,,,,,,,,,,,,
1146,11,7,2012,Mcomeau,,,,,,I6,1,4,i,16,,,,,,,,,,,,,,,,,
1147,11,7,2012,Mcomeau,,,,,,I6,1,4,f,56,,,,,,,,,,,,,,,,,
1148,11,7,2012,Mcomeau,,,,,,I6,1,4,f,23,,,,,,,,,,,,,,,,,
1149,11,7,2012,Mcomeau,,,,,,I6,1,4,b1,74,,,,,,,,,,,,,,,,,
1150,11,7,2012,Mcomeau,,,,,,I6,1,4,m,23,,,,,,,,,,,,,,,,,
1151,11,7,2012,Mcomeau,,,,,,I6,1,5,b1,74,,,,,,,,,,,,,,,,,
1152,11,7,2012,Mcomeau,,,,,,I6,1,5,f,23,,,,,,,,,,,,,,,,,
1153,11,7,2012,Mcomeau,,,,,,I6,1,5,i,15,,,,,,,,,,,,,,,,,
1154,11,7,2012,Mcomeau,,,,,,I6,1,5,i,12,,,,,,,,,,,,,,,,,
1155,11,7,2012,Mcomeau,,,,,,I6,1,5,m,57,,,,,,,,,,,,,,,,,
1156,11,7,2012,Mcomeau,,,,,,I6,1,5,m,24,,,,,,,,,,,,,,,,,
1157,11,7,2012,Mcomeau,,,,,,I6,1,5,i,11,,,,,,,,,,,,,,,,,
1158,11,7,2012,Mcomeau,,,,,,I6,1,5,i,17,,,,,,,,,,,,,,,,,
1159,11,7,2012,Mcomeau,,,,,,I6,1,5,m,23,,,,,,,,,,,,,,,,,
1160,11,7,2012,Mcomeau,,,,,,I6,1,5,f,26,,,,,,,,,,,,,,,,,
1161,11,7,2012,Mcomeau,,,,,,I6,1,5,f,23,,,,,,,,,,,,,,,,,
1162,11,7,2012,Mcomeau,,,,,,I6,1,5,i,16,,,,,,,,,,,,,,,,,
1163,11,7,2012,Mcomeau,,,,,,I6,1,5,i,17,,,,,,,,,,,,,,,,,
1164,11,7,2012,Mcomeau,,,,,,I6,1,5,m,23,,,,,,,,,,,,,,,,,
1165,11,7,2012,Mcomeau,,,,,,I6,1,6,f,71,,,,,,,,,,,,,,,,,
1166,11,7,2012,Mcomeau,,,,,,I6,1,6,f,26,,,,,,,,,,,,,,,,,
1167,11,7,2012,Mcomeau,,,,,,I6,1,6,m,120,,,,,,,,,,,,,,,,,
1168,11,7,2012,Mcomeau,,,,,,I6,1,6,i,11,,,,,,,,,,,,,,,,,
1169,11,7,2012,Mcomeau,,,,,,I6,1,6,f,62,,,,,,,,,,,,,,,,,
1170,11,7,2012,Mcomeau,,,,,,I6,1,6,f,54,,,,,,,,,,,,,,,,,
1171,11,7,2012,Mcomeau,,,,,,I6,1,6,f,26,,,,,,,,,,,,,,,,,
1172,11,7,2012,Mcomeau,,,,,,I6,1,6,i,12,,,,,,,,,,,,,,,,,
1173,11,7,2012,Mcomeau,,,,,,I6,1,6,i,13,,,,,,,,,,,,,,,,,
1174,11,7,2012,Mcomeau,,,,,,I6,1,6,m,64,,,,,,,,,,,,,,,,,
1175,11,7,2012,Mcomeau,,,,,,I6,1,6,b1,77,,,,,,,,,,,,,,,,,
1176,11,7,2012,Mcomeau,,,,,,I6,1,6,f,20,,,,,,,,,,,,,,,,,
1177,11,7,2012,Mcomeau,,,,,,I6,1,6,f,26,,,,,,,,,,,,,,,,,
1178,11,7,2012,Mcomeau,,,,,,I6,1,7,f,38,,,,,,,,,,,,,,,,,
1179,11,7,2012,Mcomeau,,,,,,I6,1,7,i,16,,,,,,,,,,,,,,,,,
1180,11,7,2012,Mcomeau,,,,,,I6,1,7,m,35,,,,,,,,,,,,,,,,,
1181,11,7,2012,Mcomeau,,,,,,I6,1,7,m,44,,,,,,,,,,,,,,,,,
1182,11,7,2012,Mcomeau,,,,,,I6,1,7,f,20,,,,,,,,,,,,,,,,,
1183,11,7,2012,Mcomeau,,,,,,I6,1,7,i,19,,,,,,,,,,,,,,,,,
1184,11,7,2012,Mcomeau,,,,,,I6,1,8,f,24,,,,,,,,,,,,,,,,,
1185,11,7,2012,Mcomeau,,,,,,I6,1,8,f,24,,,,,,,,,,,,,,,,,
1186,11,7,2012,Mcomeau,,,,,,I6,1,8,m,37,,,,,,,,,,,,,,,,,
1187,11,7,2012,Mcomeau,,,,,,I6,1,8,m,55,,,,,,,,,,,,,,,,,
1188,11,7,2012,Mcomeau,,,,,,I6,1,8,f,22,,,,,,,,,,,,,,,,,
1189,11,7,2012,Bcomeau,,,,,,I6,1,1,m,42,,,,,,,,,,,,,,,,,
1190,11,7,2012,Bcomeau,,,,,,I6,1,1,f,57,,,,,,,,,,,,,,,,,
1191,11,7,2012,Bcomeau,,,,,,I6,1,1,m,111,,,,,,,,,,,,,,,,,
1192,11,7,2012,Bcomeau,,,,,,I6,1,2,f,74,,,,,,,,,,,,,,,,,
1193,11,7,2012,Bcomeau,,,,,,I6,1,2,i,16,,,,,,,,,,,,,,,,,
1194,11,7,2012,Bcomeau,,,,,,I6,1,2,m,20,,,,,,,,,,,,,,,,,
1195,11,7,2012,Bcomeau,,,,,,I6,1,3,m,67,,,,,,,,,,,,,,,,,
1196,11,7,2012,Bcomeau,,,,,,I6,1,3,m,37,,,,,,,,,,,,,,,,,
1197,11,7,2012,Bcomeau,,,,,,I6,1,3,i,12,,,,,,,,,,,,,,,,,
1198,11,7,2012,Bcomeau,,,,,,I6,1,3,i,16,,,,,,,,,,,,,,,,,
1199,11,7,2012,Bcomeau,,,,,,I6,1,3,m,20,,,,,,,,,,,,,,,,,
1200,11,7,2012,Bcomeau,,,,,,I6,1,3,f,34,,,,,,,,,,,,,,,,,
1201,11,7,2012,Bcomeau,,,,,,I6,1,4,i,16,,,,,,,,,,,,,,,,,
1202,11,7,2012,Bcomeau,,,,,,I6,1,4,i,14,,,,,,,,,,,,,,,,,
1203,11,7,2012,Bcomeau,,,,,,I6,1,5,f,23,,,,,,,,,,,,,,,,,
1204,11,7,2012,Bcomeau,,,,,,I6,1,5,i,15,,,,,,,,,,,,,,,,,
1205,11,7,2012,Bcomeau,,,,,,I6,1,5,m,69,,,,,,,,,,,,,,,,,
1206,11,7,2012,Bcomeau,,,,,,I6,1,5,i,16,,,,,,,,,,,,,,,,,
1207,11,7,2012,Bcomeau,,,,,,I6,1,6,b3,91,,,,,,,,,,,,,,,,,
1208,11,7,2012,Bcomeau,,,,,,I6,1,6,f,60,,,,,,,,,,,,,,,,,
1209,11,7,2012,Bcomeau,,,,,,I6,1,6,f,20,,,,,,,,,,,,,,,,,
1210,11,7,2012,Bcomeau,,,,,,I6,1,6,m,32,,,,,,,,,,,,,,,,,
1211,11,7,2012,Bcomeau,,,,,,I6,1,6,f,51,,,,,,,,,,,,,,,,,
1212,11,7,2012,Bcomeau,,,,,,I6,1,6,i,15,,,,,,,,,,,,,,,,,
1213,11,7,2012,Bcomeau,,,,,,I6,1,7,m,67,,,,,,,,,,,,,,,,,
1214,11,7,2012,Bcomeau,,,,,,I6,1,7,m,26,,,,,,,,,,,,,,,,,
1215,11,7,2012,Bcomeau,,,,,,I6,1,7,f,64,,,,,,,,,,,,,,,,,
1216,11,7,2012,Bcomeau,,,,,,I6,1,7,m,28,,,,,,,,,,,,,,,,,
1217,11,7,2012,Bcomeau,,,,,,I6,1,7,i,15,,,,,,,,,,,,,,,,,
1218,11,7,2012,Bcomeau,,,,,,I6,1,7,m,20,,,,,,,,,,,,,,,,,
1219,11,7,2012,Bcomeau,,,,,,I6,1,7,f,24,,,,,,,,,,,,,,,,,
1220,11,7,2012,Bcomeau,,,,,,I6,1,7,i,15,,,,,,,,,,,,,,,,,
1221,11,7,2012,Bcomeau,,,,,,I6,1,7,m,24,,,,,,,,,,,,,,,,,
1222,11,7,2012,Bcomeau,,,,,,I6,1,7,i,15,,,,,,,,,,,,,,,,,
1223,11,7,2012,Bcomeau,,,,,,I6,1,8,m,25,,,,,,,,,,,,,,,,,
1224,11,7,2012,Bcomeau,,,,,,I6,1,8,f,25,,,,,,,,,,,,,,,,,
1225,11,7,2012,Bcomeau,,,,,,I6,1,8,f,60,,,,,,,,,,,,,,,,,
1226,11,7,2012,Bcomeau,,,,,,I6,1,8,f,20,,,,,,,,,,,,,,,,,
1227,11,7,2012,Bcomeau,,,,,,I6,1,8,b3,79,,,,,,,,,,,,,,,,,
1228,11,7,2012,Gpaulin,,,,,,I6,2,1,m,43,,,,,,,,,,,,,,,,,
1229,11,7,2012,Gpaulin,,,,,,I6,2,1,f,76,,,,,,,,,,,,,,,,,
1230,11,7,2012,Gpaulin,,,,,,I6,2,1,m,20,,,,,,,,,,,,,,,,,
1231,11,7,2012,Gpaulin,,,,,,I6,2,1,m,24,,,,,,,,,,,,,,,,,
1232,11,7,2012,Gpaulin,,,,,,I6,2,2,f,32,,,,,,,,,,,,,,,,,
1233,11,7,2012,Gpaulin,,,,,,I6,2,2,m,40,,,,,,,,,,,,,,,,,
1234,11,7,2012,Gpaulin,,,,,,I6,2,2,m,42,,,,,,,,,,,,,,,,,
1235,11,7,2012,Gpaulin,,,,,,I6,2,2,i,13,,,,,,,,,,,,,,,,,
1236,11,7,2012,Gpaulin,,,,,,I6,2,3,f,43,,,,,,,,,,,,,,,,,
1237,11,7,2012,Gpaulin,,,,,,I6,2,3,i,15,,,,,,,,,,,,,,,,,
1238,11,7,2012,Gpaulin,,,,,,I6,2,3,m,56,,,,,,,,,,,,,,,,,
1239,11,7,2012,Gpaulin,,,,,,I6,2,4,m,20,,,,,,,,,,,,,,,,,
1240,11,7,2012,Gpaulin,,,,,,I6,2,4,m,98,,,,,,,,,,,,,,,,,
1241,11,7,2012,Gpaulin,,,,,,I6,2,5,m,22,,,,,,,,,,,,,,,,,
1242,11,7,2012,Gpaulin,,,,,,I6,2,5,f,30,,,,,,,,,,,,,,,,,
1243,11,7,2012,Gpaulin,,,,,,I6,2,5,i,15,,,,,,,,,,,,,,,,,
1244,11,7,2012,Gpaulin,,,,,,I6,2,6,f,42,,,,,,,,,,,,,,,,,
1245,11,7,2012,Gpaulin,,,,,,I6,2,6,f,28,,,,,,,,,,,,,,,,,
1246,11,7,2012,Gpaulin,,,,,,I6,2,6,i,15,,,,,,,,,,,,,,,,,
1247,11,7,2012,Gpaulin,,,,,,I6,2,7,f,49,,,,,,,,,,,,,,,,,
1248,11,7,2012,Gpaulin,,,,,,I6,2,7,f,28,,,,,,,,,,,,,,,,,
1249,11,7,2012,Gpaulin,,,,,,I6,2,8,f,40,,,,,,,,,,,,,,,,,
1250,11,7,2012,Gpaulin,,,,,,I6,2,8,f,48,,,,,,,,,,,,,,,,,
1251,11,7,2012,Gpaulin,,,,,,I6,2,8,i,15,,,,,,,,,,,,,,,,,
1252,11,7,2012,Gpaulin,,,,,,I6,2,8,i,12,,,,,,,,,,,,,,,,,
1253,11,7,2012,Gpaulin,,,,,,I6,2,8,i,15,,,,,,,,,,,,,,,,,
1254,11,7,2012,Gpaulin,,,,,,I6,2,9,f,48,,,,,,,,,,,,,,,,,
1255,11,7,2012,Gpaulin,,,,,,I6,2,9,m,63,,,,,,,,,,,,,,,,,
1256,11,7,2012,Gpaulin,,,,,,I6,2,9,f,25,,,,,,,,,,,,,,,,,
1257,11,7,2012,Gpaulin,,,,,,I6,2,9,i,13,,,,,,,,,,,,,,,,,
1258,11,7,2012,Gpaulin,,,,,,I6,2,10,f,49,,,,,,,,,,,,,,,,,
1259,11,7,2012,Gpaulin,,,,,,I6,2,10,m,28,,,,,,,,,,,,,,,,,
1260,11,7,2012,Gpaulin,,,,,,I6,2,10,i,18,,,,,,,,,,,,,,,,,
1261,11,7,2012,Gpaulin,,,,,,I6,2,10,b1,70,,,,,,,,,,,,,,,,,
1262,11,7,2012,Gpaulin,,,,,,I6,2,10,i,18,,,,,,,,,,,,,,,,,
1263,11,7,2012,Gpaulin,,,,,,I6,2,11,i,15,,,,,,,,,,,,,,,,,
1264,11,7,2012,Gpaulin,,,,,,I6,2,11,i,18,,,,,,,,,,,,,,,,,
1265,11,7,2012,Gpaulin,,,,,,I6,2,11,m,20,,,,,,,,,,,,,,,,,
1266,11,7,2012,Gpaulin,,,,,,I6,2,12,f,24,,,,,,,,,,,,,,,,,
1267,11,7,2012,Gpaulin,,,,,,I6,2,12,i,12,,,,,,,,,,,,,,,,,
1268,11,7,2012,Gpaulin,,,,,,I6,2,12,i,18,,,,,,,,,,,,,,,,,
1269,11,7,2012,Gpaulin,,,,,,I6,2,12,i,15,,,,,,,,,,,,,,,,,
1270,11,7,2012,Gpaulin,,,,,,I6,2,13,i,15,,,,,,,,,,,,,,,,,
1271,11,7,2012,Gpaulin,,,,,,I6,2,14,f,72,,,,,,,,,,,,,,,,,
1272,11,7,2012,Gpaulin,,,,,,I6,2,14,i,18,,,,,,,,,,,,,,,,,
1273,11,7,2012,Gpaulin,,,,,,I6,2,14,i,15,,,,,,,,,,,,,,,,,
1274,11,7,2012,Gpaulin,,,,,,I6,2,15,m,24,,,,,,,,,,,,,,,,,
1275,11,7,2012,Gpaulin,,,,,,I6,2,15,i,15,,,,,,,,,,,,,,,,,
1276,11,7,2012,Gpaulin,,,,,,I6,2,16,f,60,,,,,,,,,,,,,,,,,
1277,11,7,2012,Gpaulin,,,,,,I6,2,16,m,23,,,,,,,,,,,,,,,,,
1278,11,7,2012,Gpaulin,,,,,,I6,2,16,f,22,,,,,,,,,,,,,,,,,
1279,11,7,2012,Gpaulin,,,,,,I6,2,16,i,15,,,,,,,,,,,,,,,,,
1280,11,7,2012,Gpaulin,,,,,,I6,2,17,f,23,,,,,,,,,,,,,,,,,
1281,11,7,2012,Gpaulin,,,,,,I6,2,17,i,15,,,,,,,,,,,,,,,,,
1282,11,7,2012,Gpaulin,,,,,,I6,2,17,b1,73,,,,,,,,,,,,,,,,,
1283,11,7,2012,Gpaulin,,,,,,I6,2,17,m,66,,,,,,,,,,,,,,,,,
1284,11,7,2012,Gpaulin,,,,,,I6,2,18,f,39,,,,,,,,,,,,,,,,,
1285,11,7,2012,Gpaulin,,,,,,I6,2,18,m,20,,,,,,,,,,,,,,,,,
1286,11,7,2012,Gpaulin,,,,,,I6,2,19,m,63,,,,,,,,,,,,,,,,,
1287,11,7,2012,Gpaulin,,,,,,I6,2,19,f,56,,,,,,,,,,,,,,,,,
1288,11,7,2012,Gpaulin,,,,,,I6,2,20,f,47,,,,,,,,,,,,,,,,,
1289,11,7,2012,Gpaulin,,,,,,I6,2,20,m,20,,,,,,,,,,,,,,,,,
1290,11,7,2012,Gpaulin,,,,,,I6,2,20,f,75,,,,,,,,,,,,,,,,,
1291,11,7,2012,Gpaulin,,,,,,I6,2,20,m,28,,,,,,,,,,,,,,,,,
1292,11,7,2012,Rdoucette,,,,,,I6,2,1,m,26,,,,,,,,,,,,,,,,,
1293,11,7,2012,Rdoucette,,,,,,I6,2,1,i,17,,,,,,,,,,,,,,,,,
1294,11,7,2012,Rdoucette,,,,,,I6,2,1,m,25,,,,,,,,,,,,,,,,,
1295,11,7,2012,Rdoucette,,,,,,I6,2,1,i,14,,,,,,,,,,,,,,,,,
1296,11,7,2012,Rdoucette,,,,,,I6,2,1,f,45,,,,,,,,,,,,,,,,,
1297,11,7,2012,Rdoucette,,,,,,I6,2,2,f,21,,,,,,,,,,,,,,,,,
1298,11,7,2012,Rdoucette,,,,,,I6,2,2,m,21,,,,,,,,,,,,,,,,,
1299,11,7,2012,Rdoucette,,,,,,I6,2,2,m,24,,,,,,,,,,,,,,,,,
1300,11,7,2012,Rdoucette,,,,,,I6,2,2,f,42,,,,,,,,,,,,,,,,,
1301,11,7,2012,Rdoucette,,,,,,I6,2,2,f,49,,,,,,,,,,,,,,,,,
1302,11,7,2012,Rdoucette,,,,,,I6,2,3,f,22,,,,,,,,,,,,,,,,,
1303,11,7,2012,Rdoucette,,,,,,I6,2,3,m,35,,,,,,,,,,,,,,,,,
1304,11,7,2012,Rdoucette,,,,,,I6,2,3,m,41,,,,,,,,,,,,,,,,,
1305,11,7,2012,Rdoucette,,,,,,I6,2,3,f,57,,,,,,,,,,,,,,,,,
1306,11,7,2012,Rdoucette,,,,,,I6,2,4,m,25,,,,,,,,,,,,,,,,,
1307,11,7,2012,Rdoucette,,,,,,I6,2,4,i,14,,,,,,,,,,,,,,,,,
1308,11,7,2012,Rdoucette,,,,,,I6,2,4,i,18,,,,,,,,,,,,,,,,,
1309,11,7,2012,Rdoucette,,,,,,I6,2,4,i,16,,,,,,,,,,,,,,,,,
1310,11,7,2012,Rdoucette,,,,,,I6,2,5,m,32,,,,,,,,,,,,,,,,,
1311,11,7,2012,Rdoucette,,,,,,I6,2,5,i,18,,,,,,,,,,,,,,,,,
1312,11,7,2012,Rdoucette,,,,,,I6,2,5,f,68,,,,,,,,,,,,,,,,,
1313,11,7,2012,Rdoucette,,,,,,I6,2,6,m,23,,,,,,,,,,,,,,,,,
1314,11,7,2012,Rdoucette,,,,,,I6,2,6,f,41,,,,,,,,,,,,,,,,,
1315,11,7,2012,Rdoucette,,,,,,I6,2,6,f,52,,,,,,,,,,,,,,,,,
1316,11,7,2012,Rdoucette,,,,,,I6,2,6,f,33,,,,,,,,,,,,,,,,,
1317,11,7,2012,Rdoucette,,,,,,I6,2,6,m,21,,,,,,,,,,,,,,,,,
1318,11,7,2012,Rdoucette,,,,,,I6,2,7,f,23,,,,,,,,,,,,,,,,,
1319,11,7,2012,Rdoucette,,,,,,I6,2,7,f,70,,,,,,,,,,,,,,,,,
1320,11,7,2012,Rdoucette,,,,,,I6,2,8,f,22,,,,,,,,,,,,,,,,,
1321,11,7,2012,Rdoucette,,,,,,I6,2,8,f,39,,,,,,,,,,,,,,,,,
1322,11,7,2012,Rdoucette,,,,,,I6,2,8,m,74,,,,,,,,,,,,,,,,,
1323,11,7,2012,Rdoucette,,,,,,I6,2,9,f,38,,,,,,,,,,,,,,,,,
1324,11,7,2012,Rdoucette,,,,,,I6,2,9,f,42,,,,,,,,,,,,,,,,,
1325,11,7,2012,Rdoucette,,,,,,I6,2,9,m,93,,,,,,,,,,,,,,,,,
1326,11,7,2012,Rdoucette,,,,,,I6,2,9,m,22,,,,,,,,,,,,,,,,,
1327,11,7,2012,Rdoucette,,,,,,I6,2,10,m,22,,,,,,,,,,,,,,,,,
1328,11,7,2012,Rdoucette,,,,,,I6,2,11,b3,75,,,,,,,,,,,,,,,,,
1329,11,7,2012,Rdoucette,,,,,,I6,2,11,i,14,,,,,,,,,,,,,,,,,
1330,11,7,2012,Rdoucette,,,,,,I6,2,11,i,16,,,,,,,,,,,,,,,,,
1331,11,7,2012,Rdoucette,,,,,,I6,2,11,m,24,,,,,,,,,,,,,,,,,
1332,11,7,2012,Rdoucette,,,,,,I6,2,12,i,12,,,,,,,,,,,,,,,,,
1333,11,7,2012,Rdoucette,,,,,,I6,2,12,b3,96,,,,,,,,,,,,,,,,,
1334,11,7,2012,Rdoucette,,,,,,I6,2,12,f,65,,,,,,,,,,,,,,,,,
1335,11,7,2012,Rdoucette,,,,,,I6,2,12,m,21,,,,,,,,,,,,,,,,,
1336,11,7,2012,Rdoucette,,,,,,I6,2,13,m,36,,,,,,,,,,,,,,,,,
1337,11,7,2012,Rdoucette,,,,,,I6,2,13,i,15,,,,,,,,,,,,,,,,,
1338,11,7,2012,Rdoucette,,,,,,I6,2,13,i,12,,,,,,,,,,,,,,,,,
1339,11,7,2012,Rdoucette,,,,,,I6,2,13,m,79,,,,,,,,,,,,,,,,,
1340,11,7,2012,Rdoucette,,,,,,I6,2,13,f,63,,,,,,,,,,,,,,,,,
1341,11,7,2012,Rdoucette,,,,,,I6,2,14,f,36,,,,,,,,,,,,,,,,,
1342,11,7,2012,Rdoucette,,,,,,I6,2,14,m,26,,,,,,,,,,,,,,,,,
1343,11,7,2012,Rdoucette,,,,,,I6,2,14,f,70,,,,,,,,,,,,,,,,,
1344,11,7,2012,Rdoucette,,,,,,I6,2,14,m,38,,,,,,,,,,,,,,,,,
1345,11,7,2012,Rdoucette,,,,,,I6,2,14,f,21,,,,,,,,,,,,,,,,,
1346,11,7,2012,Rdoucette,,,,,,I6,2,14,b3,89,,,,,,,,,,,,,,,,,
1347,11,7,2012,Rdoucette,,,,,,I6,2,15,f,73,,,,,,,,,,,,,,,,,
1348,11,7,2012,Rdoucette,,,,,,I6,2,15,f,55,,,,,,,,,,,,,,,,,
1349,11,7,2012,Rdoucette,,,,,,I6,2,16,m,33,,,,,,,,,,,,,,,,,
1350,11,7,2012,Rdoucette,,,,,,I6,2,16,f,49,,,,,,,,,,,,,,,,,
1351,11,7,2012,Rdoucette,,,,,,I6,2,16,f,66,,,,,,,,,,,,,,,,,
1352,11,7,2012,Rdoucette,,,,,,I6,2,16,m,23,,,,,,,,,,,,,,,,,
1353,11,7,2012,Rdoucette,,,,,,I6,2,17,f,50,,,,,,,,,,,,,,,,,
1354,11,7,2012,Rdoucette,,,,,,I6,2,17,f,59,,,,,,,,,,,,,,,,,
1355,11,7,2012,Rdoucette,,,,,,I6,2,17,f,69,,,,,,,,,,,,,,,,,
1356,11,7,2012,Rdoucette,,,,,,I6,2,17,i,13,,,,,,,,,,,,,,,,,
1357,12,7,2012,Gpaulin,,,,,,I6,3,1,m,44,,,,,,,,,,,,,,,,,
1358,12,7,2012,Gpaulin,,,,,,I6,3,1,m,22,,,,,,,,,,,,,,,,,
1359,12,7,2012,Gpaulin,,,,,,I6,3,1,f,35,,,,,,,,,,,,,,,,,
1360,12,7,2012,Gpaulin,,,,,,I6,3,1,i,13,,,,,,,,,,,,,,,,,
1361,12,7,2012,Gpaulin,,,,,,I6,3,1,i,12,,,,,,,,,,,,,,,,,
1362,12,7,2012,Gpaulin,,,,,,I6,3,1,i,14,,,,,,,,,,,,,,,,,
1363,12,7,2012,Gpaulin,,,,,,I6,3,2,m,26,,,,,,,,,,,,,,,,,
1364,12,7,2012,Gpaulin,,,,,,I6,3,2,b,70,,,,,,,,,,,,,,,,,
1365,12,7,2012,Gpaulin,,,,,,I6,3,2,m,34,,,,,,,,,,,,,,,,,
1366,12,7,2012,Gpaulin,,,,,,I6,3,2,i,13,,,,,,,,,,,,,,,,,
1367,12,7,2012,Gpaulin,,,,,,I6,3,2,m,25,,,,,,,,,,,,,,,,,
1368,12,7,2012,Gpaulin,,,,,,I6,3,2,i,14,,,,,,,,,,,,,,,,,
1369,12,7,2012,Gpaulin,,,,,,I6,3,2,m,26,,,,,,,,,,,,,,,,,
1370,12,7,2012,Gpaulin,,,,,,I6,3,2,i,12,,,,,,,,,,,,,,,,,
1371,12,7,2012,Gpaulin,,,,,,I6,3,2,f,23,,,,,,,,,,,,,,,,,
1372,12,7,2012,Gpaulin,,,,,,I6,3,2,i,15,,,,,,,,,,,,,,,,,
1373,12,7,2012,Gpaulin,,,,,,I6,3,3,i,15,,,,,,,,,,,,,,,,,
1374,12,7,2012,Gpaulin,,,,,,I6,3,3,i,14,,,,,,,,,,,,,,,,,
1375,12,7,2012,Gpaulin,,,,,,I6,3,3,f,42,,,,,,,,,,,,,,,,,
1376,12,7,2012,Gpaulin,,,,,,I6,3,3,m,21,,,,,,,,,,,,,,,,,
1377,12,7,2012,Gpaulin,,,,,,I6,3,3,m,25,,,,,,,,,,,,,,,,,
1378,12,7,2012,Gpaulin,,,,,,I6,3,3,i,15,,,,,,,,,,,,,,,,,
1379,12,7,2012,Gpaulin,,,,,,I6,3,4,i,15,,,,,,,,,,,,,,,,,
1380,12,7,2012,Gpaulin,,,,,,I6,3,4,m,33,,,,,,,,,,,,,,,,,
1381,12,7,2012,Gpaulin,,,,,,I6,3,5,f,31,,,,,,,,,,,,,,,,,
1382,12,7,2012,Gpaulin,,,,,,I6,3,5,f,22,,,,,,,,,,,,,,,,,
1383,12,7,2012,Gpaulin,,,,,,I6,3,5,i,15,,,,,,,,,,,,,,,,,
1384,12,7,2012,Gpaulin,,,,,,I6,3,5,i,18,,,,,,,,,,,,,,,,,
1385,12,7,2012,Gpaulin,,,,,,I6,3,6,f,69,,,,,,,,,,,,,,,,,
1386,12,7,2012,Gpaulin,,,,,,I6,3,6,i,18,,,,,,,,,,,,,,,,,
1387,12,7,2012,Gpaulin,,,,,,I6,3,7,f,23,,,,,,,,,,,,,,,,,
1388,12,7,2012,Gpaulin,,,,,,I6,3,7,f,58,,,,,,,,,,,,,,,,,
1389,12,7,2012,Gpaulin,,,,,,I6,3,7,i,16,,,,,,,,,,,,,,,,,
1390,12,7,2012,Gpaulin,,,,,,I6,3,7,m,42,,,,,,,,,,,,,,,,,
1391,12,7,2012,Gpaulin,,,,,,I6,3,8,f,60,,,,,,,,,,,,,,,,,
1392,12,7,2012,Gpaulin,,,,,,I6,3,8,i,16,,,,,,,,,,,,,,,,,
1393,12,7,2012,Gpaulin,,,,,,I6,3,8,f,45,,,,,,,,,,,,,,,,,
1394,12,7,2012,Gpaulin,,,,,,I6,3,8,f,45,,,,,,,,,,,,,,,,,
1395,12,7,2012,Gpaulin,,,,,,I6,3,9,m,24,,,,,,,,,,,,,,,,,
1396,12,7,2012,Gpaulin,,,,,,I6,3,9,i,15,,,,,,,,,,,,,,,,,
1397,12,7,2012,Gpaulin,,,,,,I6,3,9,i,12,,,,,,,,,,,,,,,,,
1398,12,7,2012,Gpaulin,,,,,,I6,3,9,i,18,,,,,,,,,,,,,,,,,
1399,12,7,2012,Gpaulin,,,,,,I6,3,9,m,56,,,,,,,,,,,,,,,,,
1400,12,7,2012,Gpaulin,,,,,,I6,3,10,i,16,,,,,,,,,,,,,,,,,
1401,12,7,2012,Gpaulin,,,,,,I6,3,10,i,18,,,,,,,,,,,,,,,,,
1402,12,7,2012,Gpaulin,,,,,,I6,3,10,f,22,,,,,,,,,,,,,,,,,
1403,12,7,2012,Gpaulin,,,,,,I6,3,10,f,54,,,,,,,,,,,,,,,,,
1404,12,7,2012,Gpaulin,,,,,,I6,3,10,m,48,,,,,,,,,,,,,,,,,
