REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm),
CR,6308,13,7,2015,Bcomeau,28,CI2,1,1,i,9,
CR,6309,13,7,2015,Bcomeau,28,CI2,1,1,i,10,
CR,6310,13,7,2015,Bcomeau,28,CI2,1,1,i,12,
CR,6311,13,7,2015,Bcomeau,28,CI2,1,1,i,13,
CR,6312,13,7,2015,Bcomeau,28,CI2,1,1,i,9,
CR,6313,13,7,2015,Bcomeau,28,CI2,1,1,i,17,
CR,6314,13,7,2015,Bcomeau,28,CI2,1,1,i,18,
CR,6315,13,7,2015,Bcomeau,28,CI2,1,1,i,8,
CR,6316,13,7,2015,Bcomeau,28,CI2,1,1,i,16,
CR,6317,13,7,2015,Bcomeau,28,CI2,1,1,i,10,
CR,6318,13,7,2015,Bcomeau,28,CI2,1,1,i,17,
CR,6319,13,7,2015,Bcomeau,28,CI2,1,1,i,9,
CR,6320,13,7,2015,Bcomeau,28,CI2,1,1,i,11,
CR,6321,13,7,2015,Bcomeau,28,CI2,1,1,i,10,
CR,6322,13,7,2015,Bcomeau,28,CI2,1,1,i,16,
CR,6323,13,7,2015,Bcomeau,28,CI2,1,1,i,9,
CR,6324,13,7,2015,Bcomeau,28,CI2,1,1,i,13,
CR,6325,13,7,2015,Bcomeau,28,CI2,1,1,i,14,
CR,6326,13,7,2015,Bcomeau,28,CI2,1,1,f,20,
CR,6327,13,7,2015,Bcomeau,28,CI2,1,1,i,8,
CR,6328,13,7,2015,Bcomeau,28,CI2,1,1,i,16,
CR,6329,13,7,2015,Bcomeau,28,CI2,1,1,i,14,
CR,6330,13,7,2015,Bcomeau,28,CI2,1,1,i,10,
CR,6331,13,7,2015,Bcomeau,28,CI2,1,1,i,9,
CR,6332,13,7,2015,Bcomeau,28,CI2,1,1,i,17,
CR,6333,13,7,2015,Bcomeau,28,CI2,1,1,i,13,
CR,6334,13,7,2015,Bcomeau,28,CI2,1,1,i,13,
CR,6335,13,7,2015,Bcomeau,28,CI2,1,1,i,13,
CR,6336,13,7,2015,Bcomeau,28,CI2,1,2,m,23,
CR,6337,13,7,2015,Bcomeau,28,CI2,1,2,f,21,
CR,6338,13,7,2015,Bcomeau,28,CI2,1,2,i,14,
CR,6339,13,7,2015,Bcomeau,28,CI2,1,2,f,38,
CR,6340,13,7,2015,Bcomeau,28,CI2,1,2,i,12,
CR,6341,13,7,2015,Bcomeau,28,CI2,1,2,i,14,
CR,6342,13,7,2015,Bcomeau,28,CI2,1,2,m,28,
CR,6343,13,7,2015,Bcomeau,28,CI2,1,2,i,18,
CR,6344,13,7,2015,Bcomeau,28,CI2,1,2,i,12,
CR,6345,13,7,2015,Bcomeau,28,CI2,1,2,m,25,
CR,6346,13,7,2015,Bcomeau,28,CI2,1,2,f,72,
CR,6347,13,7,2015,Bcomeau,28,CI2,1,2,i,18,
CR,6348,13,7,2015,Bcomeau,28,CI2,1,2,m,21,
CR,6349,13,7,2015,Bcomeau,28,CI2,1,2,f,57,
CR,6350,13,7,2015,Bcomeau,28,CI2,1,2,m,90,
CR,6351,13,7,2015,Bcomeau,28,CI2,1,2,f,21,
CR,6352,13,7,2015,Bcomeau,28,CI2,1,2,i,10,
CR,6353,13,7,2015,Bcomeau,28,CI2,1,2,i,16,
CR,6354,13,7,2015,Bcomeau,28,CI2,1,2,f,23,
CR,6355,13,7,2015,Bcomeau,28,CI2,1,2,f,33,
CR,6356,13,7,2015,Bcomeau,28,CI2,1,2,i,14,
CR,6357,13,7,2015,Bcomeau,28,CI2,1,2,m,23,
CR,6358,13,7,2015,Bcomeau,28,CI2,1,2,m,51,
CR,6359,13,7,2015,Bcomeau,28,CI2,1,2,f,21,
CR,6360,13,7,2015,Bcomeau,28,CI2,1,2,m,36,
CR,6361,13,7,2015,Bcomeau,28,CI2,1,2,i,11,
CR,6362,13,7,2015,Bcomeau,28,CI2,1,2,m,25,
CR,6363,13,7,2015,Bcomeau,28,CI2,1,2,f,83,
CR,6364,13,7,2015,Bcomeau,28,CI2,1,2,i,25,
CR,6365,13,7,2015,Bcomeau,28,CI2,1,3,f,20,
CR,6366,13,7,2015,Bcomeau,28,CI2,1,3,m,67,
CR,6367,13,7,2015,Bcomeau,28,CI2,1,3,m,34,
CR,6368,13,7,2015,Bcomeau,28,CI2,1,3,i,15,
CR,6369,13,7,2015,Bcomeau,28,CI2,1,3,i,18,
CR,6370,13,7,2015,Bcomeau,28,CI2,1,3,i,10,
CR,6371,13,7,2015,Bcomeau,28,CI2,1,3,f,58,
CR,6372,13,7,2015,Bcomeau,28,CI2,1,3,i,16,
CR,6373,13,7,2015,Bcomeau,28,CI2,1,3,f,48,
CR,6374,13,7,2015,Bcomeau,28,CI2,1,4,i,10,
CR,6375,13,7,2015,Bcomeau,28,CI2,1,4,f,50,
CR,6376,13,7,2015,Bcomeau,28,CI2,1,4,m,62,
CR,6377,13,7,2015,Bcomeau,28,CI2,1,4,i,12,
CR,6378,13,7,2015,Bcomeau,28,CI2,1,4,f,19,
CR,6379,13,7,2015,Rvienneau,28,CI2,1,5,i,12,
CR,6380,13,7,2015,Rvienneau,28,CI2,1,5,i,22,
CR,6381,13,7,2015,Rvienneau,28,CI2,1,5,i,22,
CR,6382,13,7,2015,Rvienneau,28,CI2,1,5,i,18,
CR,6383,13,7,2015,Rvienneau,28,CI2,1,5,i,12,
CR,6384,13,7,2015,Rvienneau,28,CI2,1,5,i,20,
CR,6385,13,7,2015,Rvienneau,28,CI2,1,5,i,12,
CR,6386,13,7,2015,Rvienneau,28,CI2,1,5,f,25,
CR,6387,13,7,2015,Rvienneau,28,CI2,1,5,m,50,
CR,6388,13,7,2015,Rvienneau,28,CI2,1,5,m,23,
CR,6389,13,7,2015,Rvienneau,28,CI2,1,5,m,24,
CR,6390,13,7,2015,Rvienneau,28,CI2,1,5,b3,70,
CR,6391,13,7,2015,Rvienneau,28,CI2,1,5,i,21,
CR,6392,13,7,2015,Rvienneau,28,CI2,1,5,i,12,
CR,6393,13,7,2015,Rvienneau,28,CI2,1,5,i,18,
CR,6394,13,7,2015,Rvienneau,28,CI2,1,5,i,12,
CR,6395,13,7,2015,Rvienneau,28,CI2,1,5,i,18,
CR,6396,13,7,2015,Rvienneau,28,CI2,1,5,i,15,
CR,6397,13,7,2015,Rvienneau,28,CI2,1,5,i,8,
CR,6398,13,7,2015,Rvienneau,28,CI2,1,5,m,30,
CR,6399,13,7,2015,Rvienneau,28,CI2,1,5,m,25,
CR,6400,13,7,2015,Rvienneau,28,CI2,1,5,m,31,
CR,6401,13,7,2015,Rvienneau,28,CI2,1,5,m,47,
CR,6402,13,7,2015,Rvienneau,28,CI2,1,5,m,22,
CR,6403,13,7,2015,Rvienneau,28,CI2,1,5,m,68,
CR,6404,13,7,2015,Rvienneau,28,CI2,1,6,i,6,
CR,6405,13,7,2015,Rvienneau,28,CI2,1,6,i,8,
CR,6406,13,7,2015,Rvienneau,28,CI2,1,6,i,16,
CR,6407,13,7,2015,Rvienneau,28,CI2,1,6,i,15,
CR,6408,13,7,2015,Rvienneau,28,CI2,1,6,i,22,
CR,6409,13,7,2015,Rvienneau,28,CI2,1,6,m,32,
CR,6410,13,7,2015,Rvienneau,28,CI2,1,6,m,30,
CR,6411,13,7,2015,Rvienneau,28,CI2,1,6,f,22,
CR,6412,13,7,2015,Rvienneau,28,CI2,1,6,i,18,
CR,6413,13,7,2015,Rvienneau,28,CI2,1,6,i,20,
CR,6414,13,7,2015,Rvienneau,28,CI2,1,6,i,20,
CR,6415,13,7,2015,Rvienneau,28,CI2,1,6,i,10,
CR,6416,13,7,2015,Rvienneau,28,CI2,1,6,i,16,
CR,6417,13,7,2015,Rvienneau,28,CI2,1,6,i,6,
CR,6418,13,7,2015,Rvienneau,28,CI2,1,6,i,8,
CR,6419,13,7,2015,Rvienneau,28,CI2,1,6,i,10,
CR,6420,13,7,2015,Rvienneau,28,CI2,1,6,i,12,
CR,6421,13,7,2015,Rvienneau,28,CI2,1,6,i,22,
CR,6422,13,7,2015,Rvienneau,28,CI2,1,6,f,20,
CR,6423,13,7,2015,Rvienneau,28,CI2,1,6,f,31,
CR,6424,13,7,2015,Rvienneau,28,CI2,1,6,f,21,
CR,6425,13,7,2015,Rvienneau,28,CI2,1,6,f,40,
CR,6426,13,7,2015,Rvienneau,28,CI2,1,6,i,18,
CR,6427,13,7,2015,Rvienneau,28,CI2,1,7,m,77,
CR,6428,13,7,2015,Rvienneau,28,CI2,1,7,f,21,
CR,6429,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6430,13,7,2015,Rvienneau,28,CI2,1,7,m,73,
CR,6431,13,7,2015,Rvienneau,28,CI2,1,7,m,38,
CR,6432,13,7,2015,Rvienneau,28,CI2,1,7,i,20,
CR,6433,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6434,13,7,2015,Rvienneau,28,CI2,1,7,i,16,
CR,6435,13,7,2015,Rvienneau,28,CI2,1,7,i,20,
CR,6436,13,7,2015,Rvienneau,28,CI2,1,7,i,12,
CR,6437,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6438,13,7,2015,Rvienneau,28,CI2,1,7,i,16,
CR,6439,13,7,2015,Rvienneau,28,CI2,1,7,i,20,
CR,6440,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6441,13,7,2015,Rvienneau,28,CI2,1,7,f,24,
CR,6442,13,7,2015,Rvienneau,28,CI2,1,7,m,22,
CR,6443,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6444,13,7,2015,Rvienneau,28,CI2,1,7,i,18,
CR,6445,13,7,2015,Rvienneau,28,CI2,1,7,i,20,
CR,6446,13,7,2015,Rvienneau,28,CI2,1,7,m,29,
CR,6447,13,7,2015,Rvienneau,28,CI2,1,8,f,28,
CR,6448,13,7,2015,Rvienneau,28,CI2,1,8,m,33,
CR,6449,13,7,2015,Rvienneau,28,CI2,1,8,m,50,
CR,6450,13,7,2015,Rvienneau,28,CI2,1,8,f,35,
CR,6451,13,7,2015,Rvienneau,28,CI2,1,8,i,12,
CR,6452,13,7,2015,Rvienneau,28,CI2,1,8,f,52,
CR,6453,13,7,2015,Rvienneau,28,CI2,1,8,m,80,
CR,6454,13,7,2015,Rvienneau,28,CI2,1,8,m,37,
CR,6455,13,7,2015,Rvienneau,28,CI2,1,8,i,20,
CR,6456,13,7,2015,Rvienneau,28,CI2,1,8,m,60,
CR,6457,13,7,2015,Rvienneau,28,CI2,1,8,i,18,
CR,6458,13,7,2015,Rvienneau,28,CI2,1,8,m,31,
CR,6459,13,7,2015,Rvienneau,28,CI2,1,8,f,30,
CR,6460,13,7,2015,Rvienneau,28,CI2,1,8,m,24,
CR,6461,13,7,2015,Rvienneau,28,CI2,1,8,m,31,
CR,6462,13,7,2015,Rvienneau,28,CI2,1,8,i,20,
CR,6463,13,7,2015,Rvienneau,28,CI2,1,8,m,37,
CR,6464,13,7,2015,Rdoucette,28,CI2,2,1,f,23,
CR,6465,13,7,2015,Rdoucette,28,CI2,2,1,f,22,
CR,6466,13,7,2015,Rdoucette,28,CI2,2,1,f,28,
CR,6467,13,7,2015,Rdoucette,28,CI2,2,1,i,15,
CR,6468,13,7,2015,Rdoucette,28,CI2,2,1,i,12,
CR,6469,13,7,2015,Rdoucette,28,CI2,2,1,i,10,
CR,6470,13,7,2015,Rdoucette,28,CI2,2,1,i,11,
CR,6471,13,7,2015,Rdoucette,28,CI2,2,1,i,15,
CR,6472,13,7,2015,Rdoucette,28,CI2,2,1,m,18,
CR,6473,13,7,2015,Rdoucette,28,CI2,2,1,i,15,
CR,6474,13,7,2015,Rdoucette,28,CI2,2,1,i,13,
CR,6475,13,7,2015,Rdoucette,28,CI2,2,1,m,63,
CR,6476,13,7,2015,Rdoucette,28,CI2,2,2,f,27,
CR,6477,13,7,2015,Rdoucette,28,CI2,2,2,i,18,
CR,6478,13,7,2015,Rdoucette,28,CI2,2,2,i,20,
CR,6479,13,7,2015,Rdoucette,28,CI2,2,2,m,22,
CR,6480,13,7,2015,Rdoucette,28,CI2,2,2,i,12,
CR,6481,13,7,2015,Rdoucette,28,CI2,2,2,i,20,
CR,6482,13,7,2015,Rdoucette,28,CI2,2,2,i,16,
CR,6483,13,7,2015,Rdoucette,28,CI2,2,2,i,12,
CR,6484,13,7,2015,Rdoucette,28,CI2,2,2,i,9,
CR,6485,13,7,2015,Rdoucette,28,CI2,2,2,m,29,
CR,6486,13,7,2015,Rdoucette,28,CI2,2,3,f,26,
CR,6487,13,7,2015,Rdoucette,28,CI2,2,3,m,22,
CR,6488,13,7,2015,Rdoucette,28,CI2,2,3,i,10,
CR,6489,13,7,2015,Rdoucette,28,CI2,2,3,i,11,
CR,6490,13,7,2015,Rdoucette,28,CI2,2,3,i,15,
CR,6491,13,7,2015,Rdoucette,28,CI2,2,3,i,17,
CR,6492,13,7,2015,Rdoucette,28,CI2,2,3,m,31,
CR,6493,13,7,2015,Rdoucette,28,CI2,2,3,f,35,
CR,6494,13,7,2015,Rdoucette,28,CI2,2,3,i,18,
CR,6495,13,7,2015,Rdoucette,28,CI2,2,3,m,22,
CR,6496,13,7,2015,Rdoucette,28,CI2,2,3,f,44,
CR,6497,13,7,2015,Rdoucette,28,CI2,2,3,i,12,
CR,6498,13,7,2015,Rdoucette,28,CI2,2,3,i,18,
CR,6499,13,7,2015,Rdoucette,28,CI2,2,3,f,65,
CR,6500,13,7,2015,Rdoucette,28,CI2,2,3,f,23,
CR,6501,13,7,2015,Rdoucette,28,CI2,2,3,m,23,
CR,6502,13,7,2015,Rdoucette,28,CI2,2,3,f,24,
CR,6503,13,7,2015,Rdoucette,28,CI2,2,4,i,12,
CR,6504,13,7,2015,Rdoucette,28,CI2,2,4,f,50,
CR,6505,13,7,2015,Rdoucette,28,CI2,2,4,i,10,
CR,6506,13,7,2015,Rdoucette,28,CI2,2,4,i,10,
CR,6507,13,7,2015,Rdoucette,28,CI2,2,4,f,73,
CR,6508,13,7,2015,Rdoucette,28,CI2,2,4,i,12,
CR,6509,13,7,2015,Rdoucette,28,CI2,2,4,i,11,
CR,6510,13,7,2015,Rdoucette,28,CI2,2,4,i,18,
CR,6511,13,7,2015,Rdoucette,28,CI2,2,4,f,35,
CR,6512,13,7,2015,Rdoucette,28,CI2,2,4,f,38,
CR,6513,13,7,2015,Rdoucette,28,CI2,2,4,i,12,
CR,6514,13,7,2015,Rdoucette,28,CI2,2,4,m,21,
CR,6515,13,7,2015,Rdoucette,28,CI2,2,4,i,17,
CR,6516,13,7,2015,Rdoucette,28,CI2,2,4,i,13,
CR,6517,13,7,2015,Rdoucette,28,CI2,2,4,m,25,
CR,6518,13,7,2015,Rdoucette,28,CI2,2,4,f,60,
CR,6519,13,7,2015,Rdoucette,28,CI2,2,4,i,20,
CR,6520,13,7,2015,Rdoucette,28,CI2,2,4,i,16,
CR,6521,13,7,2015,Rdoucette,28,CI2,2,5,m,24,
CR,6522,13,7,2015,Rdoucette,28,CI2,2,5,i,12,
CR,6523,13,7,2015,Rdoucette,28,CI2,2,5,m,60,
CR,6524,13,7,2015,Rdoucette,28,CI2,2,5,f,72,
CR,6525,13,7,2015,Rdoucette,28,CI2,2,5,f,53,
CR,6526,13,7,2015,Rdoucette,28,CI2,2,5,i,10,
CR,6527,13,7,2015,Rdoucette,28,CI2,2,5,m,49,
CR,6528,13,7,2015,Rdoucette,28,CI2,2,5,m,20,
CR,6529,13,7,2015,Rdoucette,28,CI2,2,5,f,30,
CR,6530,13,7,2015,Rdoucette,28,CI2,2,5,i,11,
CR,6531,13,7,2015,Rdoucette,28,CI2,2,5,i,12,
CR,6532,13,7,2015,Rdoucette,28,CI2,2,6,i,14,
CR,6533,13,7,2015,Rdoucette,28,CI2,2,6,i,18,
CR,6534,13,7,2015,Rdoucette,28,CI2,2,6,i,12,
CR,6535,13,7,2015,Rdoucette,28,CI2,2,6,i,12,
CR,6536,13,7,2015,Rdoucette,28,CI2,2,6,f,60,
CR,6537,13,7,2015,Rdoucette,28,CI2,2,6,m,19,
CR,6538,13,7,2015,Rdoucette,28,CI2,2,6,m,32,
CR,6539,13,7,2015,Rdoucette,28,CI2,2,6,f,51,
CR,6540,13,7,2015,Rdoucette,28,CI2,2,6,m,44,
CR,6541,13,7,2015,Rdoucette,28,CI2,2,6,m,25,
CR,6542,13,7,2015,Rdoucette,28,CI2,2,6,m,37,
CR,6543,13,7,2015,Rdoucette,28,CI2,2,6,m,90,
CR,6544,13,7,2015,Rdoucette,28,CI2,2,6,m,21,
CR,6545,13,7,2015,Rdoucette,28,CI2,2,6,f,27,
CR,6546,13,7,2015,Rdoucette,28,CI2,2,6,i,12,
CR,6547,13,7,2015,Rdoucette,28,CI2,2,6,f,51,
CR,6548,13,7,2015,Rdoucette,28,CI2,2,7,m,24,
CR,6549,13,7,2015,Rdoucette,28,CI2,2,7,m,21,
CR,6550,13,7,2015,Rdoucette,28,CI2,2,7,i,10,
CR,6551,13,7,2015,Rdoucette,28,CI2,2,7,i,11,
CR,6552,13,7,2015,Rdoucette,28,CI2,2,7,m,57,
CR,6553,13,7,2015,Rdoucette,28,CI2,2,7,i,18,
CR,6554,13,7,2015,Rdoucette,28,CI2,2,7,i,12,
CR,6555,13,7,2015,Rdoucette,28,CI2,2,7,f,60,
CR,6556,13,7,2015,Rdoucette,28,CI2,2,7,f,33,
CR,6557,13,7,2015,Rdoucette,28,CI2,2,7,i,19,
CR,6558,13,7,2015,Rdoucette,28,CI2,2,7,m,22,
CR,6559,13,7,2015,Rdoucette,28,CI2,2,7,i,12,
CR,6560,13,7,2015,Rdoucette,28,CI2,2,8,f,33,
CR,6561,13,7,2015,Rdoucette,28,CI2,2,8,f,49,
CR,6562,13,7,2015,Rdoucette,28,CI2,2,8,f,25,
CR,6563,13,7,2015,Rdoucette,28,CI2,2,8,f,40,
CR,6564,13,7,2015,Rdoucette,28,CI2,2,8,i,12,
CR,6565,13,7,2015,Rdoucette,28,CI2,2,8,i,12,
CR,6566,13,7,2015,Rdoucette,28,CI2,2,8,m,24,
CR,6567,13,7,2015,Rdoucette,28,CI2,2,8,i,10,
CR,6568,13,7,2015,Rdoucette,28,CI2,2,8,i,13,
CR,6569,13,7,2015,Rdoucette,28,CI2,2,8,m,27,
CR,6570,13,7,2015,Rdoucette,28,CI2,2,8,f,23,
CR,6571,13,7,2015,Rdoucette,28,CI2,2,8,i,12,
CR,6572,13,7,2015,Rdoucette,28,CI2,2,8,i,10,
CR,6573,13,7,2015,Rdoucette,28,CI2,2,9,i,5,
CR,6574,13,7,2015,Rdoucette,28,CI2,2,9,m,28,
CR,6575,13,7,2015,Rdoucette,28,CI2,2,9,i,9,
CR,6576,13,7,2015,Rdoucette,28,CI2,2,9,i,16,
CR,6577,13,7,2015,Rdoucette,28,CI2,2,9,i,18,
CR,6578,13,7,2015,Rdoucette,28,CI2,2,9,m,22,
CR,6579,13,7,2015,Rdoucette,28,CI2,2,9,i,19,
CR,6580,13,7,2015,Rdoucette,28,CI2,2,9,i,15,
CR,6581,13,7,2015,Rdoucette,28,CI2,2,9,m,23,
CR,6582,13,7,2015,Rdoucette,28,CI2,2,9,f,53,
CR,6583,13,7,2015,Rdoucette,28,CI2,2,9,f,40,
CR,6584,13,7,2015,Rdoucette,28,CI2,2,9,f,36,
CR,6585,13,7,2015,Rdoucette,28,CI2,2,9,f,27,
CR,6586,13,7,2015,Rdoucette,28,CI2,2,9,m,26,
CR,6587,13,7,2015,Rdoucette,28,CI2,2,9,i,12,
CR,6588,13,7,2015,Rdoucette,28,CI2,2,9,i,20,
CR,6589,13,7,2015,Rdoucette,28,CI2,2,9,f,38,
CR,6590,13,7,2015,Rdoucette,28,CI2,2,9,i,12,
CR,6591,13,7,2015,Rdoucette,28,CI2,2,9,i,11,
CR,6592,13,7,2015,Rdoucette,28,CI2,2,9,f,20,
CR,6593,13,7,2015,Rdoucette,28,CI2,2,9,m,31,
CR,6594,13,7,2015,Rdoucette,28,CI2,2,9,i,10,
CR,6595,13,7,2015,Rdoucette,28,CI2,2,9,m,26,
CR,6596,13,7,2015,Rdoucette,28,CI2,2,9,m,39,
CR,6597,13,7,2015,Rdoucette,28,CI2,2,10,i,13,
CR,6598,13,7,2015,Rdoucette,28,CI2,2,10,i,17,
CR,6599,13,7,2015,Rdoucette,28,CI2,2,10,m,18,
CR,6600,13,7,2015,Rdoucette,28,CI2,2,10,i,10,
CR,6601,13,7,2015,Rdoucette,28,CI2,2,10,f,73,
CR,6602,13,7,2015,Rdoucette,28,CI2,2,10,m,64,
CR,6603,13,7,2015,Rdoucette,28,CI2,2,10,i,13,
CR,6604,13,7,2015,Rdoucette,28,CI2,2,10,i,17,
CR,6605,13,7,2015,Rdoucette,28,CI2,2,10,i,19,
CR,6606,13,7,2015,Rdoucette,28,CI2,2,10,f,25,
CR,6607,13,7,2015,Rdoucette,28,CI2,2,10,f,23,
CR,6608,13,7,2015,Rdoucette,28,CI2,2,10,i,12,
CR,6609,13,7,2015,Rdoucette,28,CI2,2,10,m,60,
CR,6610,13,7,2015,Rdoucette,28,CI2,2,10,m,42,
CR,6611,13,7,2015,Rdoucette,28,CI2,2,10,f,32,
CR,6612,13,7,2015,Rdoucette,28,CI2,2,10,i,19,
CR,6613,13,7,2015,Rdoucette,28,CI2,2,10,i,15,
CR,6614,13,7,2015,Rdoucette,28,CI2,2,10,m,79,
CR,6615,13,7,2015,Rdoucette,28,CI2,2,10,i,16,
CR,6616,13,7,2015,Rdoucette,28,CI2,2,10,i,12,
CR,6617,13,7,2015,Rdoucette,28,CI2,2,10,m,21,
CR,6618,13,7,2015,Rdoucette,28,CI2,2,10,f,40,
CR,6619,13,7,2015,Rdoucette,28,CI2,2,10,f,70,
CR,6620,13,7,2015,Rdoucette,28,CI2,2,10,i,17,
CR,6621,13,7,2015,Rdoucette,28,CI2,2,10,m,28,
CR,6622,13,7,2015,Rdoucette,28,CI2,2,11,m,20,
CR,6623,13,7,2015,Rdoucette,28,CI2,2,11,f,27,
CR,6624,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6625,13,7,2015,Rdoucette,28,CI2,2,11,i,18,
CR,6626,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6627,13,7,2015,Rdoucette,28,CI2,2,11,i,15,
CR,6628,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6629,13,7,2015,Rdoucette,28,CI2,2,11,i,13,
CR,6630,13,7,2015,Rdoucette,28,CI2,2,11,m,25,
CR,6631,13,7,2015,Rdoucette,28,CI2,2,11,f,26,
CR,6632,13,7,2015,Rdoucette,28,CI2,2,11,i,15,
CR,6633,13,7,2015,Rdoucette,28,CI2,2,11,m,20,
CR,6634,13,7,2015,Rdoucette,28,CI2,2,11,i,18,
CR,6635,13,7,2015,Rdoucette,28,CI2,2,11,m,30,
CR,6636,13,7,2015,Rdoucette,28,CI2,2,11,m,32,
CR,6637,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6638,13,7,2015,Rdoucette,28,CI2,2,11,i,19,
CR,6639,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6640,13,7,2015,Rdoucette,28,CI2,2,11,i,9,
CR,6641,13,7,2015,Rdoucette,28,CI2,2,11,f,31,
CR,6642,13,7,2015,Rdoucette,28,CI2,2,11,i,16,
CR,6643,13,7,2015,Rdoucette,28,CI2,2,11,m,44,
CR,6644,13,7,2015,Rdoucette,28,CI2,2,11,f,22,
CR,6645,13,7,2015,Rdoucette,28,CI2,2,11,m,39,
CR,6646,13,7,2015,Rdoucette,28,CI2,2,11,i,18,
CR,6647,13,7,2015,Rdoucette,28,CI2,2,11,i,15,
CR,6648,13,7,2015,Rdoucette,28,CI2,2,11,m,19,
CR,6649,13,7,2015,Rdoucette,28,CI2,2,11,i,12,
CR,6650,13,7,2015,Rdoucette,28,CI2,2,11,i,18,
CR,6651,13,7,2015,Rdoucette,28,CI2,2,11,m,33,
CR,6652,13,7,2015,Rdoucette,28,CI2,2,11,m,59,
CR,6653,13,7,2015,Rdoucette,28,CI2,2,11,i,10,
CR,6654,13,7,2015,Rdoucette,28,CI2,2,11,m,29,
CR,6655,13,7,2015,Rdoucette,28,CI2,2,11,m,38,
CR,6656,13,7,2015,Rdoucette,28,CI2,2,12,f,29,
CR,6657,13,7,2015,Rdoucette,28,CI2,2,12,f,34,
CR,6658,13,7,2015,Rdoucette,28,CI2,2,12,m,23,
CR,6659,13,7,2015,Rdoucette,28,CI2,2,12,m,27,
CR,6660,13,7,2015,Rdoucette,28,CI2,2,12,i,10,
CR,6661,13,7,2015,Rdoucette,28,CI2,2,12,f,19,
CR,6662,13,7,2015,Rdoucette,28,CI2,2,12,m,21,
CR,6663,13,7,2015,Rdoucette,28,CI2,2,12,m,22,
CR,6664,13,7,2015,Rdoucette,28,CI2,2,12,i,18,
CR,6665,13,7,2015,Rdoucette,28,CI2,2,12,f,20,
CR,6666,13,7,2015,Rdoucette,28,CI2,2,12,f,35,
CR,6667,13,7,2015,Rdoucette,28,CI2,2,12,f,26,
CR,6668,13,7,2015,Rdoucette,28,CI2,2,12,m,19,
CR,6669,13,7,2015,Rdoucette,28,CI2,2,12,i,10,
CR,6670,13,7,2015,Rdoucette,28,CI2,2,12,i,15,
CR,6671,13,7,2015,Rdoucette,28,CI2,2,12,i,17,
CR,6672,13,7,2015,Rdoucette,28,CI2,2,12,i,12,
CR,6673,13,7,2015,Rdoucette,28,CI2,2,12,f,53,
CR,6674,13,7,2015,Rdoucette,28,CI2,2,12,m,24,
CR,6675,13,7,2015,Rdoucette,28,CI2,2,12,m,58,
CR,6676,13,7,2015,Rdoucette,28,CI2,2,12,f,38,
CR,6677,13,7,2015,Rdoucette,28,CI2,2,12,m,30,
CR,6678,13,7,2015,Rdoucette,28,CI2,2,12,i,17,
CR,6679,13,7,2015,Rdoucette,28,CI2,2,12,m,19,
CR,6680,13,7,2015,Rdoucette,28,CI2,2,12,i,10,
CR,6681,13,7,2015,Rdoucette,28,CI2,2,12,i,12,
CR,6682,13,7,2015,Rdoucette,28,CI2,2,12,i,15,
CR,6683,13,7,2015,Rdoucette,28,CI2,2,12,i,19,
CR,6684,13,7,2015,Rdoucette,28,CI2,2,13,m,54,
CR,6685,13,7,2015,Rdoucette,28,CI2,2,13,m,38,
CR,6686,13,7,2015,Rdoucette,28,CI2,2,13,f,28,
CR,6687,13,7,2015,Rdoucette,28,CI2,2,13,f,53,
CR,6688,13,7,2015,Rdoucette,28,CI2,2,13,i,12,
CR,6689,13,7,2015,Rdoucette,28,CI2,2,13,i,13,
CR,6690,13,7,2015,Rdoucette,28,CI2,2,13,i,10,
CR,6691,13,7,2015,Rdoucette,28,CI2,2,13,m,23,
CR,6692,13,7,2015,Rdoucette,28,CI2,2,13,m,21,
CR,6693,13,7,2015,Rdoucette,28,CI2,2,13,f,45,
CR,6694,13,7,2015,Rdoucette,28,CI2,2,13,i,10,
CR,6695,13,7,2015,Rdoucette,28,CI2,2,13,m,23,
CR,6696,13,7,2015,Rdoucette,28,CI2,2,13,i,12,
CR,6697,13,7,2015,Rdoucette,28,CI2,2,13,f,25,
CR,6698,13,7,2015,Rdoucette,28,CI2,2,13,i,17,
CR,6699,13,7,2015,Rdoucette,28,CI2,2,13,m,38,
CR,6700,13,7,2015,Rdoucette,28,CI2,2,13,f,60,
CR,6701,13,7,2015,Rdoucette,28,CI2,2,13,m,20,
CR,6702,13,7,2015,Rdoucette,28,CI2,2,13,f,64,
CR,6703,13,7,2015,Rdoucette,28,CI2,2,13,i,15,
CR,6704,13,7,2015,Rdoucette,28,CI2,2,13,i,17,
CR,6705,13,7,2015,Rdoucette,28,CI2,2,13,m,26,
